id,s_time,e_time,query,merge_type,length
1US0H_LKYCT_DRXNL,74.51,79.91,another person is calmly putting things on a shelf.,Same Scene,90.96
1US0H_LKYCT_DRXNL,74.51,79.91,person puts them on a shelf.,Same Scene,90.96
1US0H_LKYCT_DRXNL,60.81,75.31,a person throws clothes from a table into a box.,Same Scene,90.96
0RNRI_P68QV,22.2,30.6,person start undressing by taking their jacket off.,Same Scene,61.62
0RNRI_P68QV,16.8,23.6,person drink a glass of coffee.,Same Scene,61.62
0RNRI_P68QV,22.2,30.6,person begin undressing.,Same Scene,61.62
0RNRI_P68QV,31.04,34.54,person smiling at it.,Same Scene,61.62
0RNRI_P68QV,31.04,34.54,a person is seen smiling.,Same Scene,61.62
1IPYC_XJH5D,0.0,8.0,person reading a book.,Same Scene,63.37
1IPYC_XJH5D,58.88,63.88,person puts it on a table.,Same Scene,63.37
1IPYC_XJH5D,42.18,47.18,a person is sneezing.,Same Scene,63.37
HMSM8_SM1QV_Q366H_48BUM_H69BE,14.3,24.8,person opens a window.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,14.3,24.8,the person opens the window.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,14.3,24.8,person they open the window.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,40.0,45.0,person sneezing in the entryway.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,84.34,94.04,a third person is sitting in a chair.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,62.04,71.44,a person is sitting on the floor reading a book.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,62.04,71.44,person sitting on the floor.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,106.85,112.35,person fixes their hair.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,92.75,105.05,a person is sitting at a table doing homework.,Same Scene,154.04
HMSM8_SM1QV_Q366H_48BUM_H69BE,140.83,151.13,the person closes the laptop.,Same Scene,154.04
HYD3N_SFDTP_ILKXV,20.4,27.0,a person puts a sandwich down on a chair.,Same Scene,92.09
HYD3N_SFDTP_ILKXV,20.4,27.0,person putting a sandwich in a towel.,Same Scene,92.09
HYD3N_SFDTP_ILKXV,45.68,53.18,the person takes clothes out of the box.,Same Scene,92.09
HYD3N_SFDTP_ILKXV,61.38,66.18,a  person opens a door.,Same Scene,92.09
HYD3N_SFDTP_ILKXV,63.38,78.18,person walks through the doorway.,Same Scene,92.09
HYD3N_SFDTP_ILKXV,61.38,66.18,a person opens the door to the bathroom.,Same Scene,92.09
HYD3N_SFDTP_ILKXV,87.98,93.38,person appear to laugh a little.,Same Scene,92.09
H1J19_D2GQH,17.8,23.2,person they put down the food.,Same Scene,61.21
H1J19_D2GQH,17.8,23.2,person put the food down on a nearby table.,Same Scene,61.21
H1J19_D2GQH,30.5,34.2,a sneezing person is sitting in their garage.,Same Scene,61.21
H1J19_D2GQH,45.7,52.0,the person eats a sandwich.,Same Scene,61.21
YXQWH_BZ5AU_KKGJ8,23.3,30.2,the person puts the groceries into a cabinet.,Same Scene,91.42
YXQWH_BZ5AU_KKGJ8,31.45,46.25,a person is dressing in front of the mirror.,Same Scene,91.42
YXQWH_BZ5AU_KKGJ8,82.07,92.67,person looks out a window.,Same Scene,91.42
YXQWH_BZ5AU_KKGJ8,82.07,92.67,person watches out the window.,Same Scene,91.42
YXQWH_BZ5AU_KKGJ8,64.37,71.27,person opening the door.,Same Scene,91.42
YXQWH_BZ5AU_KKGJ8,63.47,71.47,person walks through a doorway.,Same Scene,91.42
YXQWH_BZ5AU_KKGJ8,60.67,65.77,a person is sitting on a chair.,Same Scene,91.42
NMC5N_N79WJ_FDPHZ,0.0,14.0,person holding a cup of coffee.,Same Scene,93.51
NMC5N_N79WJ_FDPHZ,11.0,16.0,the person puts the cup of coffee down.,Same Scene,93.51
NMC5N_N79WJ_FDPHZ,47.58,56.68,person put it on a shelf.,Same Scene,93.51
NMC5N_N79WJ_FDPHZ,77.74,83.84,person turns off a light.,Same Scene,93.51
NMC5N_N79WJ_FDPHZ,77.74,83.84,person turns off the light.,Same Scene,93.51
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,17.5,23.4,a person is smiling.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,49.86,61.46,person sneezing as they look up at a light.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,79.0,85.4,person takes a bite of a sandwich.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,77.3,88.8,person eats some food.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,77.3,88.8,person they start eating some food.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,108.48,114.48,person sit down in another chair.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,118.18,123.58,person watch television.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,98.38,105.08,person opens a door.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,108.48,114.48,person sitting in a chair who gets up.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,139.03,154.33,another person walks in holding another book.,Same Scene,152.95
3C9R2_5HQJ8_KP88I_NU4XA_M9KMN,139.03,154.33,person holding a book.,Same Scene,152.95
TPHRR_3SDJE,1.0,8.0,a person is smiling.,Same Scene,67.08
TPHRR_3SDJE,0.0,13.0,a person is sitting in a chair.,Same Scene,67.08
TPHRR_3SDJE,0.0,13.0,person sitting on a chair.,Same Scene,67.08
TPHRR_3SDJE,50.3,56.7,person puts a cook book back where it belongs.,Same Scene,67.08
TPHRR_3SDJE,43.5,50.6,the person closes  the book.,Same Scene,67.08
TPHRR_3SDJE,50.3,56.7,person puts the book inside the cabinet.,Same Scene,67.08
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,22.1,32.0,a person is sneezing as the turn the doorknob.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,30.62,40.62,a person pours a cup of coffee.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,79.73,86.23,person eating a sandwich.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,81.43,88.83,the person puts the camera down.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,79.73,86.23,a person is eating a sandwich.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,112.41,118.91,person puts their keys on the table.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,92.91,105.51,a person is cooking food at a stove.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,92.91,105.51,a person is cooking at the stove.,Same Scene,151.54
I0THD_1NNFV_L4DUU_XV8CH_N7AOK,142.12,152.12,the person takes a pillow from the chair.,Same Scene,151.54
EIKUN_1UXVA_FIA2R_8YNSB_U44OC,5.5,11.7,a person puts a box of groceries onto the table.,Same Scene,152.04
EIKUN_1UXVA_FIA2R_8YNSB_U44OC,38.72,47.12,person is sitting down eating food.,Same Scene,152.04
EIKUN_1UXVA_FIA2R_8YNSB_U44OC,45.42,53.02,the person drinks a glass of water.,Same Scene,152.04
EIKUN_1UXVA_FIA2R_8YNSB_U44OC,78.94,86.54,person opened a box in the corner.,Same Scene,152.04
EIKUN_1UXVA_FIA2R_8YNSB_U44OC,91.33,102.73,a person is laying on the ground reading a book.,Same Scene,152.04
EIKUN_1UXVA_FIA2R_8YNSB_U44OC,91.33,102.73,person reading a book.,Same Scene,152.04
EIKUN_1UXVA_FIA2R_8YNSB_U44OC,145.46,153.16,another person runs through the room holding their cell phone.,Same Scene,152.04
7HEWH_WIOOY_USNFB,17.5,32.0,person washes a dish in the sink.,Same Scene,91.0
7HEWH_WIOOY_USNFB,33.52,39.72,person puts bag of groceries on table.,Same Scene,91.0
7HEWH_WIOOY_USNFB,43.02,57.62,the person is cooking something.,Same Scene,91.0
7HEWH_WIOOY_USNFB,43.02,57.62,person starts cooking.,Same Scene,91.0
7HEWH_WIOOY_USNFB,61.29,73.59,person opens door.,Same Scene,91.0
7HEWH_WIOOY_USNFB,61.29,73.59,person opening door.,Same Scene,91.0
ZH4JE_QEFJF,0.0,9.4,person reading a book.,Same Scene,64.42
ZH4JE_QEFJF,30.9,35.0,person opens that book.,Same Scene,64.42
ZH4JE_QEFJF,33.71,43.11,person eating from a plate.,Same Scene,64.42
ZH4JE_QEFJF,42.01,48.51,person they take their dishes.,Same Scene,64.42
ZH4JE_QEFJF,33.71,43.11,a person is eating in the dining room.,Same Scene,64.42
ZH4JE_QEFJF,33.71,43.11,one person is eating a sandwich.,Same Scene,64.42
8Z02S_KCLMY_UVMZ8,0.0,10.5,a person is reading a book.,Same Scene,90.84
8Z02S_KCLMY_UVMZ8,14.0,23.7,the person opens the door to take out the clothes.,Same Scene,90.84
8Z02S_KCLMY_UVMZ8,39.92,46.82,a person is looking in a window.,Same Scene,90.84
8Z02S_KCLMY_UVMZ8,60.4,67.0,a person holding a phone turns on a light switch.,Same Scene,90.84
8Z02S_KCLMY_UVMZ8,65.6,75.1,person starts drinking something from a cup.,Same Scene,90.84
8Z02S_KCLMY_UVMZ8,67.3,77.9,person turns on a light.,Same Scene,90.84
8Z02S_KCLMY_UVMZ8,67.3,77.9,a person turns on the light.,Same Scene,90.84
5H1P1_MUK89_2K755,0.0,11.4,a person laughing at a show on the laptop.,Same Scene,91.75
5H1P1_MUK89_2K755,0.0,11.4,the person laughs at something on a laptop screen.,Same Scene,91.75
5H1P1_MUK89_2K755,51.93,57.73,person turns off a light.,Same Scene,91.75
5H1P1_MUK89_2K755,76.64,82.24,another person is undressing from some clothes.,Same Scene,91.75
5H1P1_MUK89_2K755,76.64,82.24,another person is undressing by the wardrobe.,Same Scene,91.75
Z6HEA_GJNI4,20.4,26.9,person eats a sandwich.,Same Scene,61.17
Z6HEA_GJNI4,20.4,26.9,person begin to eat.,Same Scene,61.17
Z6HEA_GJNI4,2.6,11.4,person goes into the laundry room to wash some clothes.,Same Scene,61.17
Z6HEA_GJNI4,48.02,59.12,person drinks from a bottle of water.,Same Scene,61.17
Z6HEA_GJNI4,48.02,59.12,person drink from a bottle of soda.,Same Scene,61.17
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,13.4,25.6,person begins to eat from the bag of groceries.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,13.6,20.9,person open up a bag.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,13.4,25.6,person eats it.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,13.4,25.6,person start eating.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,12.9,25.7,person take some food out.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,51.85,57.85,person they put the camera on a table.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,75.6,80.4,person puts the phone down.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,78.3,82.7,person turns off the light.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,109.76,124.36,person they start watching themselves in the mirror.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,126.88,132.48,a person can close a book in the hallway.,Same Scene,153.75
CF9QP_M1SRW_QJ11V_SCCZG_6EU06,143.48,155.08,a person can wash a table in the hallway.,Same Scene,153.75
ZRBO7_QH3FK_0I0FX,12.0,17.0,a person sits in a chair.,Same Scene,90.71
ZRBO7_QH3FK_0I0FX,19.0,23.0,person starts smiling.,Same Scene,90.71
ZRBO7_QH3FK_0I0FX,20.0,31.0,watches television moments later the person laughs.,Same Scene,90.71
ZRBO7_QH3FK_0I0FX,12.0,17.0,person sits down on chair.,Same Scene,90.71
ZRBO7_QH3FK_0I0FX,51.15,62.25,person they drink water from the glass.,Same Scene,90.71
ZRBO7_QH3FK_0I0FX,85.96,91.96,person finally eating a sandwich in a garage.,Same Scene,90.71
ZRBO7_QH3FK_0I0FX,85.96,91.96,person start eating it.,Same Scene,90.71
0PKMF_BT8WU,20.6,32.0,person play on a phone.,Same Scene,62.25
0PKMF_BT8WU,1.4,6.8,person laughing at a television show.,Same Scene,62.25
0PKMF_BT8WU,57.12,62.92,person begin eating.,Same Scene,62.25
0PKMF_BT8WU,57.12,62.92,person eat something.,Same Scene,62.25
MFOVZ_T3FJH,25.8,32.0,person walks through a doorway.,Same Scene,61.59
MFOVZ_T3FJH,0.0,4.9,a person is eating a sandwich.,Same Scene,61.59
MFOVZ_T3FJH,25.8,32.0,person walking out the doorway.,Same Scene,61.59
MFOVZ_T3FJH,0.0,4.9,person a persno is seen eating a sandwich.,Same Scene,61.59
MFOVZ_T3FJH,30.67,34.87,a person drinks from a wine glass.,Same Scene,61.59
MFOVZ_T3FJH,30.67,34.87,person is drinking out of a glass.,Same Scene,61.59
78FJX_KPXQ0_8S9AF,0.0,5.8,a person opens a cabinet.,Same Scene,91.83
78FJX_KPXQ0_8S9AF,8.2,17.8,person takes out a book.,Same Scene,91.83
78FJX_KPXQ0_8S9AF,8.2,17.8,a person takes a book out of a cabinet.,Same Scene,91.83
78FJX_KPXQ0_8S9AF,15.4,22.5,person closes the cabinet.,Same Scene,91.83
78FJX_KPXQ0_8S9AF,48.41,55.61,person starts sneezing.,Same Scene,91.83
78FJX_KPXQ0_8S9AF,81.15,86.85,person puts a towel on a chair.,Same Scene,91.83
78FJX_KPXQ0_8S9AF,81.15,86.85,the person puts the towel down.,Same Scene,91.83
1Y09V_WHVP2,4.5,10.3,person drinking coffee from a cup.,Same Scene,61.33
1Y09V_WHVP2,4.5,10.3,a person drinks from a cup of coffee.,Same Scene,61.33
1Y09V_WHVP2,30.79,34.79,person put it on a table.,Same Scene,61.33
O8DER_FYDYO_CYLQ0,16.7,22.6,person they stand up.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,18.6,28.6,person put a box on it.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,21.7,28.6,person puts a box on the shelf.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,5.1,12.9,a person is seen laughing.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,41.07,49.57,person begin sneezing.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,41.07,49.57,person they begin sneezing.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,71.85,80.85,person close the cabinet.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,74.85,82.85,person take some food from the cabinet.,Same Scene,90.25
O8DER_FYDYO_CYLQ0,61.85,70.15,person opens the cabinet.,Same Scene,90.25
490S2_KA3ER_NMRF0,17.5,25.4,the person puts the water down to check their phone.,Same Scene,90.83
490S2_KA3ER_NMRF0,0.0,13.2,person drinking water from a glass.,Same Scene,90.83
490S2_KA3ER_NMRF0,43.9,51.1,person opens a cabinet.,Same Scene,90.83
490S2_KA3ER_NMRF0,29.0,42.6,a person is putting groceries on a shelf.,Same Scene,90.83
490S2_KA3ER_NMRF0,73.18,82.18,the person takes a picture of the stove.,Same Scene,90.83
490S2_KA3ER_NMRF0,87.18,91.58,person leaves the room smiling.,Same Scene,90.83
00NN7_1THHL_DIEEO,3.5,10.1,a person puts some groceries away onto the shelf.,Same Scene,91.66
00NN7_1THHL_DIEEO,21.0,30.1,person closes the door.,Same Scene,91.66
00NN7_1THHL_DIEEO,13.3,26.4,person sits down in a chair.,Same Scene,91.66
00NN7_1THHL_DIEEO,14.0,24.4,the person begins playing with their laptop.,Same Scene,91.66
00NN7_1THHL_DIEEO,14.0,24.4,person plays on a laptop.,Same Scene,91.66
00NN7_1THHL_DIEEO,21.0,30.1,person finally closes the door.,Same Scene,91.66
00NN7_1THHL_DIEEO,44.62,58.42,person starts smiling.,Same Scene,91.66
00NN7_1THHL_DIEEO,30.62,35.72,person is opening medicine cabinets.,Same Scene,91.66
00NN7_1THHL_DIEEO,61.08,68.88,a person is drinking from a glass.,Same Scene,91.66
5KQL2_2DPEC,11.2,16.1,person puts them back on the shelf.,Same Scene,61.62
5KQL2_2DPEC,0.5,5.6,the person is holding a bag.,Same Scene,61.62
5KQL2_2DPEC,0.5,5.6,person holding a bag of groceries.,Same Scene,61.62
5KQL2_2DPEC,25.8,31.8,person moves to opening a cabinet door.,Same Scene,61.62
5KQL2_2DPEC,41.1,55.1,person poured some water in the glass.,Same Scene,61.62
5KQL2_2DPEC,53.1,63.0,person watching a movie on their laptop.,Same Scene,61.62
5KQL2_2DPEC,53.1,63.0,person watching a movie in the laptop.,Same Scene,61.62
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,0.0,8.3,person sitting in a chair.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,0.0,8.3,person they begin sneezing.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,32.18,37.48,a person is in the rec room undressing.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,33.78,40.78,person throwing their clothes about.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,39.48,45.28,person b is eating from a bag.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,39.48,45.28,is approached by another person eating a snack.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,39.48,45.28,another person walks in eating a cracker.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,32.18,37.48,a person is undressing.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,61.0,66.1,a second person walks over to the table holding bags.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,115.06,122.26,person begins to drink from the cup.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,107.46,112.96,the other person opens the cabinet.,Same Scene,151.54
RQVJK_Q9H04_ARESU_9FHVW_CVPQR,120.96,129.96,a person is in a basement opening their laptop.,Same Scene,151.54
HEV65_3P38N,6.6,12.0,person they open the bag.,Same Scene,64.96
HEV65_3P38N,16.8,23.7,the person opens a cabinet.,Same Scene,64.96
HEV65_3P38N,53.79,59.79,person they stand up.,Same Scene,64.96
HEV65_3P38N,44.69,49.19,person laughs as they read a book.,Same Scene,64.96
C3CGB_UDRZ6_MJ1T7_57N4Z_IDFTJ,3.7,10.7,person holding a pillow.,Same Scene,152.5
C3CGB_UDRZ6_MJ1T7_57N4Z_IDFTJ,35.96,45.96,a person is laughing on the stairs.,Same Scene,152.5
C3CGB_UDRZ6_MJ1T7_57N4Z_IDFTJ,86.5,93.0,person walks to another room holding a bag.,Same Scene,152.5
C3CGB_UDRZ6_MJ1T7_57N4Z_IDFTJ,115.16,120.06,person turning off the light.,Same Scene,152.5
C3CGB_UDRZ6_MJ1T7_57N4Z_IDFTJ,115.16,120.06,person turns off the light.,Same Scene,152.5
C3CGB_UDRZ6_MJ1T7_57N4Z_IDFTJ,142.26,153.96,person puts them into a box.,Same Scene,152.5
C3CGB_UDRZ6_MJ1T7_57N4Z_IDFTJ,142.26,153.96,person they put them in a box.,Same Scene,152.5
4KO74_1KOZ4,11.4,23.3,a person is smiling.,Same Scene,77.54
4KO74_1KOZ4,35.79,54.89,a person dresses in front of a mirror.,Same Scene,77.54
34IUI_B7SZJ,12.3,17.2,person throws back a blanket.,Same Scene,53.96
34IUI_B7SZJ,36.07,42.37,person puts the clothes in.,Same Scene,53.96
34IUI_B7SZJ,25.17,28.47,a person walks out a door holding clothes.,Same Scene,53.96
34IUI_B7SZJ,27.67,32.67,person closes the door.,Same Scene,53.96
34IUI_B7SZJ,27.67,32.67,person closing the door behind.,Same Scene,53.96
34IUI_B7SZJ,27.67,32.67,person closing the door.,Same Scene,53.96
34IUI_B7SZJ,30.07,35.87,the person opens the door.,Same Scene,53.96
Y4P3C_FN0F8,18.0,24.0,person stand up.,Same Scene,78.91
Y4P3C_FN0F8,0.4,4.6,the person was drinking a glass of water.,Same Scene,78.91
Y4P3C_FN0F8,0.4,4.6,person take a drink out of a glass.,Same Scene,78.91
Y4P3C_FN0F8,71.59,77.09,person putting the piece of paper away.,Same Scene,78.91
2S6V7_ESTFR,22.5,30.1,person takes their laptop from the shelf.,Same Scene,77.67
2S6V7_ESTFR,22.5,30.1,person they take a laptop from the counter.,Same Scene,77.67
2S6V7_ESTFR,17.7,26.5,the person begins laughing.,Same Scene,77.67
2S6V7_ESTFR,49.69,60.89,the person takes their shoes off.,Same Scene,77.67
2S6V7_ESTFR,49.69,60.89,person takes off their shoes.,Same Scene,77.67
RWPS8_452FV,17.8,24.3,person they put the shoe on a counter.,Same Scene,46.0
RWPS8_452FV,17.7,24.3,person starts smiling.,Same Scene,46.0
RWPS8_452FV,20.5,29.0,person begin to laugh when they see a picture.,Same Scene,46.0
RWPS8_452FV,35.19,40.29,a person is holding a box.,Same Scene,46.0
ZF5CP_U6QKX,14.2,21.1,the person closes the closet door.,Same Scene,40.41
ZF5CP_U6QKX,0.0,5.7,a person opens a closet.,Same Scene,40.41
ZF5CP_U6QKX,34.32,40.72,person putting it on a shelf.,Same Scene,40.41
JCGWC_B8IYJ_83V0A,0.0,7.0,a person is closing the refrigerator.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,0.0,7.0,person they close the refrigerator door.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,37.71,43.21,person begin eating.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,42.71,49.41,a person is cooking food on the stove.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,42.71,49.41,a person is at the kitchen stove cooking a meal.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,46.11,54.41,person look out the window.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,42.71,49.41,person a kid cooking.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,54.71,63.71,person starts reading a book.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,46.11,54.41,person looking out a window.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,42.71,49.41,person setting down to look at a cook book.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,46.11,54.41,the person turns around to look out of a window.,Same Scene,62.63
JCGWC_B8IYJ_83V0A,52.11,59.31,the person sits in a chair.,Same Scene,62.63
TIY7F_UQW95,0.0,6.1,person drinks water from a glass put the glass down.,Same Scene,35.21
TIY7F_UQW95,14.73,25.03,a person is cooking on the stove.,Same Scene,35.21
TIY7F_UQW95,21.33,29.13,person the open a box of food.,Same Scene,35.21
TIY7F_UQW95,21.33,29.13,person they open a box.,Same Scene,35.21
TIY7F_UQW95,14.73,25.03,person pour it in the pot they are cooking with.,Same Scene,35.21
TIY7F_UQW95,14.73,25.03,a person is cooking at the stove.,Same Scene,35.21
8FH96_4JXAK_CJP4R,8.6,14.5,person open the refrigerator door.,Same Scene,53.87
8FH96_4JXAK_CJP4R,9.9,18.1,person laugh at what's inside.,Same Scene,53.87
8FH96_4JXAK_CJP4R,8.6,14.5,person she opens the refrigerator.,Same Scene,53.87
8FH96_4JXAK_CJP4R,30.38,40.58,the person starts washing a mirror.,Same Scene,53.87
8FH96_4JXAK_CJP4R,45.12,50.32,the person takes out a camera.,Same Scene,53.87
8FH96_4JXAK_CJP4R,39.12,44.52,a person throws some food into a pan.,Same Scene,53.87
6ERRL_NA5F9,13.9,18.0,person closes book.,Same Scene,40.0
6ERRL_NA5F9,8.8,13.4,person sits with an open book.,Same Scene,40.0
6ERRL_NA5F9,10.6,15.8,person sits on the table.,Same Scene,40.0
6ERRL_NA5F9,34.54,40.54,person takes a drink from a glass.,Same Scene,40.0
WZY7C,0.0,4.4,a person runs through the door with a towel.,UnMerged,14.75
WZY7C,0.0,4.4,a person runs into their study.,UnMerged,14.75
L3Z0M_N1RJW,11.9,16.0,person turn off the light.,Different Scene,81.5
L3Z0M_N1RJW,11.9,16.0,the person turns off the bathroom light.,Different Scene,81.5
L3Z0M_N1RJW,42.07,51.37,person closes the door to the room.,Different Scene,81.5
L3Z0M_N1RJW,42.07,51.37,person closing the door.,Different Scene,81.5
AFY5E_5X5DT_IF7KE,5.1,14.6,person drinking from the cup.,Different Scene,81.58
AFY5E_5X5DT_IF7KE,0.0,7.0,a person is opening the door to a bedroom.,Different Scene,81.58
AFY5E_5X5DT_IF7KE,41.89,55.09,person close the laptop.,Different Scene,81.58
AFY5E_5X5DT_IF7KE,31.29,43.09,person holding a laptop on their lap.,Different Scene,81.58
AFY5E_5X5DT_IF7KE,41.89,55.09,person closes the laptop.,Different Scene,81.58
AFY5E_5X5DT_IF7KE,71.08,78.88,person eats food from a bowl.,Different Scene,81.58
AFY5E_5X5DT_IF7KE,71.08,78.88,person stands in the same place eating some food.,Different Scene,81.58
JIGAJ_LHMMJ,27.7,34.0,person closes the door.,Different Scene,58.54
JIGAJ_LHMMJ,27.7,34.0,person closing the door.,Different Scene,58.54
JIGAJ_LHMMJ,26.2,32.0,person turning off the light.,Different Scene,58.54
JIGAJ_LHMMJ,33.04,42.34,a person sits in a chair in the kitchen.,Different Scene,58.54
H8S4L_L36YT,14.8,19.9,the person takes a bottle of medicine from the cabinet.,Different Scene,49.71
H8S4L_L36YT,14.8,19.9,the person takes some medicine.,Different Scene,49.71
H8S4L_L36YT,0.0,7.8,a person is working on their laptop.,Different Scene,49.71
H8S4L_L36YT,46.76,50.96,person sits on the sofa.,Different Scene,49.71
IUOC0,5.1,15.0,a person runs into the room.,UnMerged,28.46
IUOC0,11.1,16.7,person closes the door.,UnMerged,28.46
IUOC0,22.2,29.0,person eating a sandwich.,UnMerged,28.46
IUOC0,11.1,16.7,person closing the door to the office.,UnMerged,28.46
IUOC0,17.0,29.0,person sits on the chair with a box.,UnMerged,28.46
IUOC0,17.0,29.0,person sitting in a chair.,UnMerged,28.46
IUOC0,5.1,15.0,a person runs into the middle of an office.,UnMerged,28.46
ATWCT,17.9,30.0,person opens a door.,UnMerged,29.33
537I0,7.3,17.8,person closes the door.,UnMerged,21.29
537I0,1.6,11.9,a person puts a broom in the closet.,UnMerged,21.29
JI3ZF_K34BE_B5VY1,5.3,14.3,the person holds up a towel.,Different Scene,64.13
JI3ZF_K34BE_B5VY1,40.8,44.0,person holding a broom.,Different Scene,64.13
JI3ZF_K34BE_B5VY1,42.91,48.41,a person walks  through a doorway holding a glass.,Different Scene,64.13
JI3ZF_K34BE_B5VY1,52.41,58.71,person opens the refrigerator door.,Different Scene,64.13
JI3ZF_K34BE_B5VY1,45.41,53.81,person puts the glass in a sink.,Different Scene,64.13
UETKQ,15.5,20.7,a person is putting a sandwhich in a bag.,UnMerged,30.5
UETKQ,15.5,20.7,person puts the bag in a closet.,UnMerged,30.5
UETKQ,11.9,19.3,person throws the bag inside.,UnMerged,30.5
UETKQ,18.1,23.1,next the person opens the closet door.,UnMerged,30.5
UETKQ,0.2,10.1,person puts a sandwich.,UnMerged,30.5
UETKQ,0.2,10.1,person puts two sandwiches inside.,UnMerged,30.5
UETKQ,23.4,28.2,the person closes the door throws their head back laughing.,UnMerged,30.5
UETKQ,13.0,25.7,person opens a door.,UnMerged,30.5
UETKQ,23.4,28.2,person laughs at the ceiling.,UnMerged,30.5
UETKQ,0.0,4.8,a person opens a bag.,UnMerged,30.5
T2J3M,13.1,25.4,person puts clothes in a wardrobe.,UnMerged,31.62
T2J3M,13.1,25.4,person putting clothes in the wardrobe.,UnMerged,31.62
T2J3M,9.2,15.8,a person is opening the door with the doorknob.,UnMerged,31.62
T2J3M,9.2,15.8,person opens a door.,UnMerged,31.62
